Geo_FIPS,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_GEOID,Percentage of below 18,Percentage of above 65,Percentage of non white pop,Percentage of less than HS,Percentage of unemployment,MHI,Population Density (Per Sq. Mile)
06037553701,Census Tract 5537.01,"Census Tract 5537.01, Los Angeles County, California",06,037,553701,,14000US06037553701,0.3,0.07,0.36,0.47,0.05,51629,10350.9
06037553702,Census Tract 5537.02,"Census Tract 5537.02, Los Angeles County, California",06,037,553702,,14000US06037553702,0.32,0.08,0.53,0.38,0.05,54179,14688.52
06037553801,Census Tract 5538.01,"Census Tract 5538.01, Los Angeles County, California",06,037,553801,,14000US06037553801,0.33,0.05,0.64,0.37,0.1,56842,9909.247
06037553802,Census Tract 5538.02,"Census Tract 5538.02, Los Angeles County, California",06,037,553802,,14000US06037553802,0.31,0.1,0.5,0.3,0.1,41962,10241.93
06037553901,Census Tract 5539.01,"Census Tract 5539.01, Los Angeles County, California",06,037,553901,,14000US06037553901,0.29,0.11,0.56,0.32,0.04,76116,13731.99
06037553902,Census Tract 5539.02,"Census Tract 5539.02, Los Angeles County, California",06,037,553902,,14000US06037553902,0.25,0.08,0.63,0.31,0.04,53859,13283.46
06037554001,Census Tract 5540.01,"Census Tract 5540.01, Los Angeles County, California",06,037,554001,,14000US06037554001,0.2,0.11,0.58,0.27,0.09,59125,8984.625
06037554002,Census Tract 5540.02,"Census Tract 5540.02, Los Angeles County, California",06,037,554002,,14000US06037554002,0.26,0.1,0.68,0.28,0.06,55063,11945.62
06037554101,Census Tract 5541.01,"Census Tract 5541.01, Los Angeles County, California",06,037,554101,,14000US06037554101,0.29,0.08,0.74,0.35,0.11,47618,19390.18
06037554103,Census Tract 5541.03,"Census Tract 5541.03, Los Angeles County, California",06,037,554103,,14000US06037554103,0.23,0.1,0.62,0.21,0.03,82216,9809.815
06037554104,Census Tract 5541.04,"Census Tract 5541.04, Los Angeles County, California",06,037,554104,,14000US06037554104,0.24,0.09,0.79,0.25,0.08,67159,17153.93
06037554105,Census Tract 5541.05,"Census Tract 5541.05, Los Angeles County, California",06,037,554105,,14000US06037554105,0.28,0.08,0.73,0.24,0.08,46121,34396.55
06037554201,Census Tract 5542.01,"Census Tract 5542.01, Los Angeles County, California",06,037,554201,,14000US06037554201,0.25,0.09,0.6,0.25,0.04,83229,11617.01
06037554203,Census Tract 5542.03,"Census Tract 5542.03, Los Angeles County, California",06,037,554203,,14000US06037554203,0.23,0.12,0.56,0.34,0.04,46053,14117.78
06037554204,Census Tract 5542.04,"Census Tract 5542.04, Los Angeles County, California",06,037,554204,,14000US06037554204,0.26,0.14,0.64,0.19,0.03,39878,16941.66
06037554301,Census Tract 5543.01,"Census Tract 5543.01, Los Angeles County, California",06,037,554301,,14000US06037554301,0.25,0.08,0.64,0.28,0.05,63375,13413.93
06037554302,Census Tract 5543.02,"Census Tract 5543.02, Los Angeles County, California",06,037,554302,,14000US06037554302,0.32,0.05,0.86,0.3,0.07,55075,15843.65
06037554403,Census Tract 5544.03,"Census Tract 5544.03, Los Angeles County, California",06,037,554403,,14000US06037554403,0.29,0.11,0.8,0.28,0.06,49413,17946.22
06037554404,Census Tract 5544.04,"Census Tract 5544.04, Los Angeles County, California",06,037,554404,,14000US06037554404,0.28,0.1,0.71,0.15,0.06,56335,12928.73
06037554405,Census Tract 5544.05,"Census Tract 5544.05, Los Angeles County, California",06,037,554405,,14000US06037554405,0.23,0.14,0.69,0.11,0,56641,10200.67
06037554406,Census Tract 5544.06,"Census Tract 5544.06, Los Angeles County, California",06,037,554406,,14000US06037554406,0.21,0.22,0.65,0.18,0.03,68839,11187.99
06037554511,Census Tract 5545.11,"Census Tract 5545.11, Los Angeles County, California",06,037,554511,,14000US06037554511,0.24,0.2,0.78,0.09,0.05,99097,4605.548
06037554512,Census Tract 5545.12,"Census Tract 5545.12, Los Angeles County, California",06,037,554512,,14000US06037554512,0.19,0.25,0.84,0.05,0.07,120176,4361.453
06037554513,Census Tract 5545.13,"Census Tract 5545.13, Los Angeles County, California",06,037,554513,,14000US06037554513,0.22,0.21,0.84,0.03,0.04,97604,12602.06
06037554514,Census Tract 5545.14,"Census Tract 5545.14, Los Angeles County, California",06,037,554514,,14000US06037554514,0.19,0.18,0.84,0.08,0.04,91250,8080.066
06037554515,Census Tract 5545.15,"Census Tract 5545.15, Los Angeles County, California",06,037,554515,,14000US06037554515,0.15,0.25,0.81,0.06,0.01,106520,8125.391
06037554516,Census Tract 5545.16,"Census Tract 5545.16, Los Angeles County, California",06,037,554516,,14000US06037554516,0.15,0.25,0.83,0.06,0.13,120993,6921.2
06037554517,Census Tract 5545.17,"Census Tract 5545.17, Los Angeles County, California",06,037,554517,,14000US06037554517,0.17,0.22,0.87,0.05,0.06,106354,8842.012
06037554518,Census Tract 5545.18,"Census Tract 5545.18, Los Angeles County, California",06,037,554518,,14000US06037554518,0.22,0.2,0.79,0.06,0.06,102961,8192.293
06037554519,Census Tract 5545.19,"Census Tract 5545.19, Los Angeles County, California",06,037,554519,,14000US06037554519,0.18,0.32,0.82,0.09,0.09,109663,5509.373
06037554521,Census Tract 5545.21,"Census Tract 5545.21, Los Angeles County, California",06,037,554521,,14000US06037554521,0.18,0.24,0.7,0.09,0.06,81793,3189.706
06037554522,Census Tract 5545.22,"Census Tract 5545.22, Los Angeles County, California",06,037,554522,,14000US06037554522,0.17,0.26,0.75,0.04,0.05,114375,5945.552
06037554600,Census Tract 5546,"Census Tract 5546, Los Angeles County, California",06,037,554600,,14000US06037554600,0.19,0.14,0.62,0.15,0.07,76350,10229.21
06037554700,Census Tract 5547,"Census Tract 5547, Los Angeles County, California",06,037,554700,,14000US06037554700,0.21,0.15,0.71,0.35,0.1,78152,13986.68
06037554801,Census Tract 5548.01,"Census Tract 5548.01, Los Angeles County, California",06,037,554801,,14000US06037554801,0.22,0.1,0.65,0.35,0.04,51896,7857.751
06037554802,Census Tract 5548.02,"Census Tract 5548.02, Los Angeles County, California",06,037,554802,,14000US06037554802,0.19,0.17,0.76,0.14,0.09,73594,10758.27
06037554900,Census Tract 5549,"Census Tract 5549, Los Angeles County, California",06,037,554900,,14000US06037554900,0.21,0.16,0.71,0.21,0.04,68079,11251.85
06037555001,Census Tract 5550.01,"Census Tract 5550.01, Los Angeles County, California",06,037,555001,,14000US06037555001,0.24,0.13,0.66,0.16,0.06,76149,10916.45
06037555002,Census Tract 5550.02,"Census Tract 5550.02, Los Angeles County, California",06,037,555002,,14000US06037555002,0.23,0.1,0.59,0.12,0.03,82011,10602.95
06037555102,Census Tract 5551.02,"Census Tract 5551.02, Los Angeles County, California",06,037,555102,,14000US06037555102,0.19,0.12,0.8,0.24,0.04,58262,10460.34
06037555103,Census Tract 5551.03,"Census Tract 5551.03, Los Angeles County, California",06,037,555103,,14000US06037555103,0.22,0.13,0.65,0.14,0.05,86964,13184.13
06037555104,Census Tract 5551.04,"Census Tract 5551.04, Los Angeles County, California",06,037,555104,,14000US06037555104,0.27,0.11,0.65,0.14,0.1,62117,12866.13
06037555202,Census Tract 5552.02,"Census Tract 5552.02, Los Angeles County, California",06,037,555202,,14000US06037555202,0.25,0.16,0.24,0.06,0.03,123807,8896.896
06037555211,Census Tract 5552.11,"Census Tract 5552.11, Los Angeles County, California",06,037,555211,,14000US06037555211,0.26,0.11,0.8,0.42,0.06,47375,18452.62
06037555212,Census Tract 5552.12,"Census Tract 5552.12, Los Angeles County, California",06,037,555212,,14000US06037555212,0.29,0.09,0.77,0.44,0.04,53017,19453.76
06037570001,Census Tract 5700.01,"Census Tract 5700.01, Los Angeles County, California",06,037,570001,,14000US06037570001,0.22,0.13,0.55,0.09,0.1,87162,8051.75
06037570002,Census Tract 5700.02,"Census Tract 5700.02, Los Angeles County, California",06,037,570002,,14000US06037570002,0.23,0.13,0.41,0.09,0.04,93819,8924.996
06037570003,Census Tract 5700.03,"Census Tract 5700.03, Los Angeles County, California",06,037,570003,,14000US06037570003,0.21,0.15,0.52,0.06,0.05,101500,9339.814
06037570100,Census Tract 5701,"Census Tract 5701, Los Angeles County, California",06,037,570100,,14000US06037570100,0.23,0.13,0.62,0.21,0.1,79750,7161.716
06037570202,Census Tract 5702.02,"Census Tract 5702.02, Los Angeles County, California",06,037,570202,,14000US06037570202,0.27,0.09,0.71,0.29,0.1,58681,9527.832
06037570203,Census Tract 5702.03,"Census Tract 5702.03, Los Angeles County, California",06,037,570203,,14000US06037570203,0.33,0.06,0.82,0.33,0.09,43937,8287.341
06037570204,Census Tract 5702.04,"Census Tract 5702.04, Los Angeles County, California",06,037,570204,,14000US06037570204,0.23,0.17,0.7,0.25,0.08,48947,19851.67
06037570301,Census Tract 5703.01,"Census Tract 5703.01, Los Angeles County, California",06,037,570301,,14000US06037570301,0.29,0.05,0.75,0.34,0.08,39361,16246.26
06037570303,Census Tract 5703.03,"Census Tract 5703.03, Los Angeles County, California",06,037,570303,,14000US06037570303,0.31,0.05,0.78,0.24,0.06,62500,19284.53
06037570304,Census Tract 5703.04,"Census Tract 5703.04, Los Angeles County, California",06,037,570304,,14000US06037570304,0.32,0.07,0.81,0.26,0.06,51404,24165.2
06037570402,Census Tract 5704.02,"Census Tract 5704.02, Los Angeles County, California",06,037,570402,,14000US06037570402,0.28,0.11,0.78,0.22,0.12,70417,6153.319
06037570403,Census Tract 5704.03,"Census Tract 5704.03, Los Angeles County, California",06,037,570403,,14000US06037570403,0.37,0.04,0.81,0.45,0.1,48676,21929.82
06037570404,Census Tract 5704.04,"Census Tract 5704.04, Los Angeles County, California",06,037,570404,,14000US06037570404,0.31,0.09,0.76,0.36,0.09,54777,11657.3
06037570501,Census Tract 5705.01,"Census Tract 5705.01, Los Angeles County, California",06,037,570501,,14000US06037570501,0.29,0.09,0.74,0.26,0.16,61224,14017.21
06037570502,Census Tract 5705.02,"Census Tract 5705.02, Los Angeles County, California",06,037,570502,,14000US06037570502,0.3,0.08,0.74,0.29,0.06,66364,8540.704
06037570601,Census Tract 5706.01,"Census Tract 5706.01, Los Angeles County, California",06,037,570601,,14000US06037570601,0.26,0.07,0.77,0.27,0.1,49506,18617.27
06037570602,Census Tract 5706.02,"Census Tract 5706.02, Los Angeles County, California",06,037,570602,,14000US06037570602,0.27,0.12,0.73,0.22,0.06,61978,15346.14
06037570603,Census Tract 5706.03,"Census Tract 5706.03, Los Angeles County, California",06,037,570603,,14000US06037570603,0.32,0.05,0.78,0.08,0.1,49623,18232.2
06037570701,Census Tract 5707.01,"Census Tract 5707.01, Los Angeles County, California",06,037,570701,,14000US06037570701,0.24,0.13,0.73,0.09,0.05,81917,10745.27
06037570702,Census Tract 5707.02,"Census Tract 5707.02, Los Angeles County, California",06,037,570702,,14000US06037570702,0.21,0.16,0.53,0.07,0.03,105000,8789.587
06037570800,Census Tract 5708,"Census Tract 5708, Los Angeles County, California",06,037,570800,,14000US06037570800,0.21,0.1,0.37,0.08,0.04,106031,5737.225
06037570901,Census Tract 5709.01,"Census Tract 5709.01, Los Angeles County, California",06,037,570901,,14000US06037570901,0.22,0.14,0.42,0.06,0.06,115536,8205.352
06037570902,Census Tract 5709.02,"Census Tract 5709.02, Los Angeles County, California",06,037,570902,,14000US06037570902,0.22,0.13,0.46,0.06,0.04,93409,8789.441
06037571000,Census Tract 5710,"Census Tract 5710, Los Angeles County, California",06,037,571000,,14000US06037571000,0.21,0.16,0.25,0.07,0.04,105758,8324.734
06037571101,Census Tract 5711.01,"Census Tract 5711.01, Los Angeles County, California",06,037,571101,,14000US06037571101,0.21,0.14,0.31,0.07,0.05,104000,8612.899
06037571102,Census Tract 5711.02,"Census Tract 5711.02, Los Angeles County, California",06,037,571102,,14000US06037571102,0.23,0.12,0.41,0.07,0.03,108000,8410.084
06037571200,Census Tract 5712,"Census Tract 5712, Los Angeles County, California",06,037,571200,,14000US06037571200,0.17,0.17,0.38,0.06,0.04,93781,8100.67
06037571300,Census Tract 5713,"Census Tract 5713, Los Angeles County, California",06,037,571300,,14000US06037571300,0.21,0.16,0.41,0.04,0.06,99709,5655.191
06037571400,Census Tract 5714,"Census Tract 5714, Los Angeles County, California",06,037,571400,,14000US06037571400,0.22,0.15,0.47,0.08,0.06,88264,5792.431
06037571502,Census Tract 5715.02,"Census Tract 5715.02, Los Angeles County, California",06,037,571502,,14000US06037571502,0.19,0.16,0.64,0.17,0.04,57132,8929.427
06037571503,Census Tract 5715.03,"Census Tract 5715.03, Los Angeles County, California",06,037,571503,,14000US06037571503,0.19,0.12,0.69,0.16,0.05,89457,11049.61
06037571504,Census Tract 5715.04,"Census Tract 5715.04, Los Angeles County, California",06,037,571504,,14000US06037571504,0.17,0.12,0.64,0.13,0.02,68138,7730.525
06037571600,Census Tract 5716,"Census Tract 5716, Los Angeles County, California",06,037,571600,,14000US06037571600,0.41,0.08,0.85,0.24,0.17,19425,20697.03
06037571701,Census Tract 5717.01,"Census Tract 5717.01, Los Angeles County, California",06,037,571701,,14000US06037571701,0.25,0.09,0.62,0.22,0.09,51827,9492.991
06037571703,Census Tract 5717.03,"Census Tract 5717.03, Los Angeles County, California",06,037,571703,,14000US06037571703,0.24,0.15,0.72,0.37,0.05,45066,23177.54
06037571704,Census Tract 5717.04,"Census Tract 5717.04, Los Angeles County, California",06,037,571704,,14000US06037571704,0.23,0.08,0.75,0.23,0.07,50438,21920.84
06037571800,Census Tract 5718,"Census Tract 5718, Los Angeles County, California",06,037,571800,,14000US06037571800,0.15,0.26,0.39,0.06,0.04,106538,3142.192
06037571900,Census Tract 5719,"Census Tract 5719, Los Angeles County, California",06,037,571900,,14000US06037571900,0.21,0.14,0.41,0.05,0.04,66993,7244.679
06037572001,Census Tract 5720.01,"Census Tract 5720.01, Los Angeles County, California",06,037,572001,,14000US06037572001,0.22,0.15,0.38,0.06,0.03,100625,10699.4
06037572002,Census Tract 5720.02,"Census Tract 5720.02, Los Angeles County, California",06,037,572002,,14000US06037572002,0.15,0.24,0.5,0.09,0.07,73319,11693.78
06037572100,Census Tract 5721,"Census Tract 5721, Los Angeles County, California",06,037,572100,,14000US06037572100,0.21,0.15,0.51,0.15,0.04,103603,4263.446
06037572201,Census Tract 5722.01,"Census Tract 5722.01, Los Angeles County, California",06,037,572201,,14000US06037572201,0.21,0.2,0.59,0.17,0.04,59091,9444.855
06037572202,Census Tract 5722.02,"Census Tract 5722.02, Los Angeles County, California",06,037,572202,,14000US06037572202,0.2,0.15,0.63,0.13,0.03,93580,6150.03
06037572301,Census Tract 5723.01,"Census Tract 5723.01, Los Angeles County, California",06,037,572301,,14000US06037572301,0.27,0.06,0.47,0.35,0.09,55724,12190.82
06037572302,Census Tract 5723.02,"Census Tract 5723.02, Los Angeles County, California",06,037,572302,,14000US06037572302,0.22,0.07,0.65,0.23,0.06,75750,13289.18
06037572400,Census Tract 5724,"Census Tract 5724, Los Angeles County, California",06,037,572400,,14000US06037572400,0.26,0.12,0.69,0.17,0.11,95152,7911.285
06037572500,Census Tract 5725,"Census Tract 5725, Los Angeles County, California",06,037,572500,,14000US06037572500,0.26,0.2,0.67,0.27,0.1,29577,15919.09
06037572600,Census Tract 5726,"Census Tract 5726, Los Angeles County, California",06,037,572600,,14000US06037572600,0.2,0.13,0.67,0.18,0.11,65625,11341.53
06037572700,Census Tract 5727,"Census Tract 5727, Los Angeles County, California",06,037,572700,,14000US06037572700,0.24,0.15,0.74,0.24,0.08,68500,13612.53
06037572800,Census Tract 5728,"Census Tract 5728, Los Angeles County, California",06,037,572800,,14000US06037572800,0.14,0.07,0.56,0.2,0.2,13500,2376.034
06037572900,Census Tract 5729,"Census Tract 5729, Los Angeles County, California",06,037,572900,,14000US06037572900,0.28,0.09,0.51,0.43,0.09,47262,19895.95
06037573002,Census Tract 5730.02,"Census Tract 5730.02, Los Angeles County, California",06,037,573002,,14000US06037573002,0.27,0.02,0.36,0.51,0.03,43825,32611.8
06037573003,Census Tract 5730.03,"Census Tract 5730.03, Los Angeles County, California",06,037,573003,,14000US06037573003,0.2,0.13,0.41,0.29,0.04,69038,11899.1
06037573004,Census Tract 5730.04,"Census Tract 5730.04, Los Angeles County, California",06,037,573004,,14000US06037573004,0.28,0.07,0.52,0.31,0.04,41911,28848.87
06037573100,Census Tract 5731,"Census Tract 5731, Los Angeles County, California",06,037,573100,,14000US06037573100,0.25,0.08,0.51,0.33,0.03,60616,17146.58
06037573201,Census Tract 5732.01,"Census Tract 5732.01, Los Angeles County, California",06,037,573201,,14000US06037573201,0.29,0.08,0.52,0.4,0.05,37723,19786.67
06037573202,Census Tract 5732.02,"Census Tract 5732.02, Los Angeles County, California",06,037,573202,,14000US06037573202,0.26,0.08,0.54,0.4,0.07,54617,25455.42
06037573300,Census Tract 5733,"Census Tract 5733, Los Angeles County, California",06,037,573300,,14000US06037573300,0.28,0.08,0.67,0.51,0.12,40677,13688.8
06037573401,Census Tract 5734.01,"Census Tract 5734.01, Los Angeles County, California",06,037,573401,,14000US06037573401,0.24,0.14,0.51,0.16,0.09,75040,4090.927
06037573402,Census Tract 5734.02,"Census Tract 5734.02, Los Angeles County, California",06,037,573402,,14000US06037573402,0.18,0.12,0.5,0.16,0.05,66508,5582.727
06037573403,Census Tract 5734.03,"Census Tract 5734.03, Los Angeles County, California",06,037,573403,,14000US06037573403,0.17,0.14,0.52,0.08,0.04,101351,5371.763
06037573601,Census Tract 5736.01,"Census Tract 5736.01, Los Angeles County, California",06,037,573601,,14000US06037573601,0.23,0.14,0.28,0.08,0.03,119020,4451.36
06037573700,Census Tract 5737,"Census Tract 5737, Los Angeles County, California",06,037,573700,,14000US06037573700,0.24,0.15,0.24,0.08,0.02,107431,7114.415
06037573800,Census Tract 5738,"Census Tract 5738, Los Angeles County, California",06,037,573800,,14000US06037573800,0.23,0.15,0.27,0.04,0.03,116146,7275.209
06037573902,Census Tract 5739.02,"Census Tract 5739.02, Los Angeles County, California",06,037,573902,,14000US06037573902,0.19,0.26,0.32,0.04,0.01,125000,7665.601
06037574000,Census Tract 5740,"Census Tract 5740, Los Angeles County, California",06,037,574000,,14000US06037574000,0.21,0.16,0.26,0.06,0.03,137909,7350.583
06037574100,Census Tract 5741,"Census Tract 5741, Los Angeles County, California",06,037,574100,,14000US06037574100,0.22,0.15,0.25,0.06,0.01,107917,7098.041
06037574201,Census Tract 5742.01,"Census Tract 5742.01, Los Angeles County, California",06,037,574201,,14000US06037574201,0.24,0.14,0.26,0.08,0.05,108150,6277.104
06037574202,Census Tract 5742.02,"Census Tract 5742.02, Los Angeles County, California",06,037,574202,,14000US06037574202,0.16,0.24,0.22,0.14,0.03,77386,4362.177
06037574300,Census Tract 5743,"Census Tract 5743, Los Angeles County, California",06,037,574300,,14000US06037574300,0.2,0.16,0.16,0.01,0.03,104440,6395.384
06037574400,Census Tract 5744,"Census Tract 5744, Los Angeles County, California",06,037,574400,,14000US06037574400,0.23,0.17,0.19,0.07,0.04,122262,4255.935
06037574500,Census Tract 5745,"Census Tract 5745, Los Angeles County, California",06,037,574500,,14000US06037574500,0.21,0.18,0.27,0.05,0.03,100096,6738.1
06037574601,Census Tract 5746.01,"Census Tract 5746.01, Los Angeles County, California",06,037,574601,,14000US06037574601,0.03,0,0.28,0,0.25,,4545.878
06037574602,Census Tract 5746.02,"Census Tract 5746.02, Los Angeles County, California",06,037,574602,,14000US06037574602,0.15,0.35,0.24,0.07,0,94688,5883.271
06037574700,Census Tract 5747,"Census Tract 5747, Los Angeles County, California",06,037,574700,,14000US06037574700,0,0.66,0.17,0.31,#DIV/0!,,818.5609
06037574800,Census Tract 5748,"Census Tract 5748, Los Angeles County, California",06,037,574800,,14000US06037574800,0.14,0.18,0.27,0.04,0.01,70625,6921.008
06037574901,Census Tract 5749.01,"Census Tract 5749.01, Los Angeles County, California",06,037,574901,,14000US06037574901,0.21,0.11,0.24,0.04,0.04,121429,7138.288
06037574902,Census Tract 5749.02,"Census Tract 5749.02, Los Angeles County, California",06,037,574902,,14000US06037574902,0.13,0.06,0.45,0.07,0.08,51108,17890.6
06037575001,Census Tract 5750.01,"Census Tract 5750.01, Los Angeles County, California",06,037,575001,,14000US06037575001,0.13,0.09,0.45,0.08,0.07,83482,10140.25
06037575002,Census Tract 5750.02,"Census Tract 5750.02, Los Angeles County, California",06,037,575002,,14000US06037575002,0.19,0.15,0.38,0.09,0.05,75648,12998.04
06037575101,Census Tract 5751.01,"Census Tract 5751.01, Los Angeles County, California",06,037,575101,,14000US06037575101,0.3,0.06,0.42,0.35,0.04,46250,26659.23
06037575102,Census Tract 5751.02,"Census Tract 5751.02, Los Angeles County, California",06,037,575102,,14000US06037575102,0.28,0.08,0.48,0.42,0.03,36551,26483
06037575103,Census Tract 5751.03,"Census Tract 5751.03, Los Angeles County, California",06,037,575103,,14000US06037575103,0.17,0.07,0.52,0.24,0.05,53933,27756.12
06037575201,Census Tract 5752.01,"Census Tract 5752.01, Los Angeles County, California",06,037,575201,,14000US06037575201,0.29,0.1,0.61,0.42,0.08,46050,21813.47
06037575202,Census Tract 5752.02,"Census Tract 5752.02, Los Angeles County, California",06,037,575202,,14000US06037575202,0.32,0.09,0.5,0.55,0.16,37750,26759.32
06037575300,Census Tract 5753,"Census Tract 5753, Los Angeles County, California",06,037,575300,,14000US06037575300,0.3,0.09,0.54,0.43,0.15,37969,17424.69
06037575401,Census Tract 5754.01,"Census Tract 5754.01, Los Angeles County, California",06,037,575401,,14000US06037575401,0.3,0.05,0.43,0.44,0.07,32452,15096.33
06037575402,Census Tract 5754.02,"Census Tract 5754.02, Los Angeles County, California",06,037,575402,,14000US06037575402,0.35,0.04,0.43,0.53,0.09,46199,33026.23
06037575500,Census Tract 5755,"Census Tract 5755, Los Angeles County, California",06,037,575500,,14000US06037575500,0.3,0.26,0.59,0.49,0,14271,182.9937
06037575801,Census Tract 5758.01,"Census Tract 5758.01, Los Angeles County, California",06,037,575801,,14000US06037575801,0.33,0.02,0.45,0.42,0.07,36573,15182.57
06037575802,Census Tract 5758.02,"Census Tract 5758.02, Los Angeles County, California",06,037,575802,,14000US06037575802,0.31,0.05,0.51,0.47,0.12,39432,45708.38
06037575803,Census Tract 5758.03,"Census Tract 5758.03, Los Angeles County, California",06,037,575803,,14000US06037575803,0.22,0.25,0.49,0.3,0.1,27235,41901.46
06037575901,Census Tract 5759.01,"Census Tract 5759.01, Los Angeles County, California",06,037,575901,,14000US06037575901,0.27,0.05,0.52,0.21,0.08,54799,22035.35
06037575902,Census Tract 5759.02,"Census Tract 5759.02, Los Angeles County, California",06,037,575902,,14000US06037575902,0.15,0.1,0.37,0.14,0.07,44855,38482.29
06037576001,Census Tract 5760.01,"Census Tract 5760.01, Los Angeles County, California",06,037,576001,,14000US06037576001,0.06,0.09,0.4,0.03,0.04,80462,7572.902
06037576200,Census Tract 5762,"Census Tract 5762, Los Angeles County, California",06,037,576200,,14000US06037576200,0.14,0.08,0.51,0.19,0.11,35870,19793.12
06037576301,Census Tract 5763.01,"Census Tract 5763.01, Los Angeles County, California",06,037,576301,,14000US06037576301,0.19,0.13,0.63,0.24,0.03,39023,19665.65
06037576302,Census Tract 5763.02,"Census Tract 5763.02, Los Angeles County, California",06,037,576302,,14000US06037576302,0.28,0.06,0.52,0.36,0.14,42721,32619.88
06037576401,Census Tract 5764.01,"Census Tract 5764.01, Los Angeles County, California",06,037,576401,,14000US06037576401,0.32,0.06,0.59,0.49,0.04,47083,40134.34
06037576402,Census Tract 5764.02,"Census Tract 5764.02, Los Angeles County, California",06,037,576402,,14000US06037576402,0.29,0.06,0.5,0.48,0.05,45400,40033.38
06037576403,Census Tract 5764.03,"Census Tract 5764.03, Los Angeles County, California",06,037,576403,,14000US06037576403,0.31,0.06,0.53,0.35,0.07,38921,41019.59
06037576501,Census Tract 5765.01,"Census Tract 5765.01, Los Angeles County, California",06,037,576501,,14000US06037576501,0.23,0.14,0.44,0.22,0.06,36742,26542.83
06037576502,Census Tract 5765.02,"Census Tract 5765.02, Los Angeles County, California",06,037,576502,,14000US06037576502,0.19,0.04,0.46,0.16,0.04,54162,39218.39
06037576503,Census Tract 5765.03,"Census Tract 5765.03, Los Angeles County, California",06,037,576503,,14000US06037576503,0.14,0.08,0.42,0.18,0.05,57679,37124.08
06037576601,Census Tract 5766.01,"Census Tract 5766.01, Los Angeles County, California",06,037,576601,,14000US06037576601,0.06,0.13,0.33,0.05,0.06,55768,25842.33
06037576602,Census Tract 5766.02,"Census Tract 5766.02, Los Angeles County, California",06,037,576602,,14000US06037576602,0.08,0.12,0.27,0.05,0.03,62409,21564.14
06037576700,Census Tract 5767,"Census Tract 5767, Los Angeles County, California",06,037,576700,,14000US06037576700,0.08,0.23,0.26,0.09,0.04,73041,12213.57
06037576801,Census Tract 5768.01,"Census Tract 5768.01, Los Angeles County, California",06,037,576801,,14000US06037576801,0.16,0.1,0.4,0.17,0.04,49982,20500.61
06037576802,Census Tract 5768.02,"Census Tract 5768.02, Los Angeles County, California",06,037,576802,,14000US06037576802,0.15,0.1,0.5,0.06,0.04,62240,22484.28
06037576901,Census Tract 5769.01,"Census Tract 5769.01, Los Angeles County, California",06,037,576901,,14000US06037576901,0.26,0.06,0.53,0.38,0.08,31406,31186.09
06037576903,Census Tract 5769.03,"Census Tract 5769.03, Los Angeles County, California",06,037,576903,,14000US06037576903,0.24,0.08,0.4,0.36,0.02,41378,29066.04
06037576904,Census Tract 5769.04,"Census Tract 5769.04, Los Angeles County, California",06,037,576904,,14000US06037576904,0.19,0.07,0.48,0.16,0.06,52373,22335.04
06037577000,Census Tract 5770,"Census Tract 5770, Los Angeles County, California",06,037,577000,,14000US06037577000,0.16,0.06,0.44,0.1,0.03,70887,10224.18
06037577100,Census Tract 5771,"Census Tract 5771, Los Angeles County, California",06,037,577100,,14000US06037577100,0.17,0.1,0.28,0.06,0.02,79235,15310.94
06037577200,Census Tract 5772,"Census Tract 5772, Los Angeles County, California",06,037,577200,,14000US06037577200,0.08,0.11,0.22,0.08,0.04,87708,15496.2
06037577300,Census Tract 5773,"Census Tract 5773, Los Angeles County, California",06,037,577300,,14000US06037577300,0.1,0.13,0.19,0.04,0.05,86035,15522.94
06037577400,Census Tract 5774,"Census Tract 5774, Los Angeles County, California",06,037,577400,,14000US06037577400,0.14,0.14,0.15,0.09,0.02,81250,11826.94
06037577501,Census Tract 5775.01,"Census Tract 5775.01, Los Angeles County, California",06,037,577501,,14000US06037577501,0.11,0.34,0.12,0.04,0.04,125125,10526.39
06037577504,Census Tract 5775.04,"Census Tract 5775.04, Los Angeles County, California",06,037,577504,,14000US06037577504,0.1,0.24,0.13,0.03,0.04,95929,8667.806
06037577602,Census Tract 5776.02,"Census Tract 5776.02, Los Angeles County, California",06,037,577602,,14000US06037577602,0.14,0.31,0.29,0.03,0.05,90583,6366.074
06037577603,Census Tract 5776.03,"Census Tract 5776.03, Los Angeles County, California",06,037,577603,,14000US06037577603,0.17,0.22,0.22,0.05,0.03,106337,8165.256
06037577604,Census Tract 5776.04,"Census Tract 5776.04, Los Angeles County, California",06,037,577604,,14000US06037577604,0.06,0.31,0.13,0.02,0.01,99000,4085.801
06037599000,Census Tract 5990,"Census Tract 5990, Los Angeles County, California",06,037,599000,,14000US06037599000,0.27,0.14,0.19,0.14,0,74028,3010.093
06037599100,Census Tract 5991,"Census Tract 5991, Los Angeles County, California",06,037,599100,,14000US06037599100,0.05,0.15,0.25,0.08,0,,3.708118
06037600100,Census Tract 6001,"Census Tract 6001, Los Angeles County, California",06,037,600100,,14000US06037600100,0.29,0.08,0.67,0.39,0.08,35000,25333.02
06037600201,Census Tract 6002.01,"Census Tract 6002.01, Los Angeles County, California",06,037,600201,,14000US06037600201,0.36,0.05,0.61,0.35,0.05,35081,22388.63
